path,doc_id,category,page_count,acroform_field_count,acroform_set_count,radio_field_count,avg_chars_per_page,has_vector_drawings,error,in_qc_list,targetable_for_visual
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/ID/ID.0076/ID0076R0603.pdf,ID0076R0603,flattened,227,0,0,0,2319.374449339207,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/ID/ID.1076/ID0076R0603.pdf,ID0076R0603,flattened,227,0,0,0,2319.374449339207,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/ID/ID.1076/ID.1076.R04.04.pdf,ID1076R0404,flattened,197,0,0,0,2622.1472081218276,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/ID/ID.1076/ID.1076.R05.02.pdf,ID1076R0502,flattened,167,0,0,0,3560.3473053892217,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/ID/ID.1076/ID.1076.R05.01.pdf,ID1076R0501,flattened,192,0,0,0,2832.890625,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/ID/ID.1076/ID.1076.R05.00.pdf,ID1076R0500,flattened,178,0,0,0,3149.449438202247,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/OH/OH.0877/OH0877R0200.pdf,OH0877R0200,flattened,259,0,0,0,2314.988416988417,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/OH/OH.0877/OH0877R02/OH0877R0200.pdf,OH0877R0200,flattened,259,0,0,0,2314.988416988417,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/IL/IL.0326/IL.0326.R02.00.pdf,IL0326R0200,flattened,74,0,0,0,3482.0945945945946,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/IL/IL.0326/IL.0326.R03.00_EffJuly2012.pdf,IL0326R0300,flattened,176,0,0,0,2753.153409090909,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/IL/IL.0326/IL.0326.R03.00_EffDec2012.pdf,IL0326R0300,flattened,121,0,0,0,2120.1735537190084,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/LA/LA.0121/LA.0121.R05.04.pdf,LA0121R0504,flattened,86,0,0,0,3807.4883720930234,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/LA/LA.0121/LA.0121.R05.03.pdf,LA0121R0503,flattened,86,0,0,0,3792.860465116279,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/LA/LA.0121/LA.0121.R05.02.pdf,LA0121R0502,flattened,72,0,0,0,3963.8888888888887,True,,True,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/LA/LA.0866/LA.0866.R00.06.pdf,LA0866R0006,flattened,168,0,0,0,3093.3869047619046,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/LA/LA.0866/LA.0866.R00.05.pdf,LA0866R0005,flattened,165,0,0,0,3103.4666666666667,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/LA/LA.0866/LA.0866.R00.04.pdf,LA0866R0004,flattened,164,0,0,0,3105.1341463414633,True,,True,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WI/WI.0367/WI0367R0300.pdf,WI0367R0300,flattened,164,0,0,0,2088.0731707317073,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WI/WI.0367/WI0367R0400.pdf,WI0367R0400,flattened,278,0,0,0,2406.0035971223024,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WI/WI.0484/WI.0484.R01.05.pdf,WI0484R0105,flattened,226,0,0,0,3447.119469026549,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WI/WI.0484/WI0484R0100.pdf,WI0484R0100,flattened,226,0,0,0,3447.119469026549,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0008/WA-0008.pdf,,flattened,76,0,0,0,2073.1710526315787,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0049/WA.0049.R06.05.pdf,WA0049R0605,flattened,11,0,0,0,2891.0,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0049/WA.0049.R06.04.pdf,WA0049R0604,flattened,12,0,0,0,2936.3333333333335,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0049/WA.0049.R06.06.pdf,WA0049R0606,flattened,12,0,0,0,2929.5,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0049/WA.0049.R06.07.pdf,WA0049R0607,flattened,12,0,0,0,2858.75,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0049/WA.0049.R06.03.pdf,WA0049R0603,flattened,11,0,0,0,2900.5454545454545,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0049/WA.0049.R06.02.pdf,WA0049R0602,flattened,11,0,0,0,3046.6363636363635,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0049/WA.0049.R06.00.pdf,WA0049R0600,flattened,11,0,0,0,2987.4545454545455,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0049/WA.0049.R06.01.pdf,WA0049R0601,flattened,194,0,0,0,2538.283505154639,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0049/WA0049R0801.pdf,WA0049R0801,flattened,201,0,0,0,2124.547263681592,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0049/WA.0049.R06.08.pdf,WA0049R0608,flattened,11,0,0,0,2895.181818181818,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0443/WA.0443.R01.03.pdf,WA0443R0103,flattened,11,0,0,0,2989.4545454545455,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0443/WA.0443.R01.05.pdf,WA0443R0105,flattened,11,0,0,0,3110.090909090909,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0443/WA.0443.R01.04.pdf,WA0443R0104,flattened,11,0,0,0,2901.181818181818,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0443/WA.0443.R01.06.pdf,WA0443R0106,flattened,11,0,0,0,3101.4545454545455,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0443/WA0443R0301.pdf,WA0443R0301,flattened,195,0,0,0,2324.6153846153848,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0443/WA0443R0200.pdf,WA0443R0200,flattened,155,0,0,0,2848.0967741935483,True,,True,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.0443/WA.0443.R02.00.pdf,WA0443R0200,flattened,134,0,0,0,2003.7611940298507,True,,True,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/WA/WA.1086/WA1086R0101.pdf,WA1086R0101,flattened,215,0,0,0,2202.5302325581397,True,,False,True
